day,month,year,crimeDate,Crime_Total,Arson,Assault,Battery,Burglary,Concealed_Carry_License_Violation,Criminal_Damage,Criminal_Tresspass,Crim_Sexual_Assault,Criminal_Sexual_Assault,Deceptive_Practice,Domestic_Violence,Gambling,Homicide,Human_Trafficking,Interference_with_Public_Officer,Intimidation,Kidnapping,Liquor_Law_Violation,Motor_Vehicle_Theft,Narcotics,Other_Narcotic_Violation,Non_Criminal,Non_Criminal2,Non_Criminal_SUBJECT_SPECIFIED,Obscenity,Offence_Involving_Children,Public_Indecency,prostitution,Public_Peace_Violation,Ritualism,Robbery,Stalking,Theft,Weapon_Violation,Other_Offence,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
4,10,21,2021-10-28,592,1,50,98,31,1,58,7,,4,41,,,3,,1,,1,,36,6,,,,,,9,,,3,,34,4,134,24,46,51.3,46.1,1006.1,9.0,8.9,13,999.9,55.9,37.9,0.0,999.9,1
5,10,21,2021-10-29,607,2,56,110,30,,66,13,,5,41,,,,,,,,1,52,6,,,,,,2,,,3,,33,3,128,16,37,54.3,52.3,1001.3,4.9,12.3,22,29.9,57.0,48.0,0.51,999.9,1
6,10,21,2021-10-30,615,2,63,123,23,,61,10,,4,26,,,2,,1,1,,3,34,9,,,,,1,7,,,3,,35,2,138,29,37,54.4,48.8,1004.1,8.1,13.9,19,29.9,59.0,51.1,0.5,999.9,1
7,10,21,2021-10-31,652,,41,170,35,,96,7,,6,18,,,3,1,,,1,,36,14,,,,,,3,,,3,,30,5,121,29,33,48.7,41.1,1011.3,10.0,8.3,15,21.0,59.0,45.0,0.04,999.9,0
1,11,21,2021-11-01,663,1,50,102,19,1,80,15,,5,70,,,2,,2,1,1,,29,8,,,,,1,14,,,1,,34,6,135,27,57,41.4,28.1,1023.9,10.0,7.3,14,21.0,53.1,35.1,0.0,999.9,0
2,11,21,2021-11-02,601,2,65,109,26,1,62,15,,2,45,,,2,1,2,,1,,33,9,,,,,,4,,,2,,35,5,127,18,35,39.6,25.2,1026.8,10.0,7.2,13,20.0,48.9,32.0,0.0,999.9,0
3,11,21,2021-11-03,586,,66,119,21,,64,10,,3,43,,,2,,1,,1,1,36,8,,,,,,4,,,2,,28,2,137,19,19,36.9,24.4,1029.0,10.0,4.6,8.9,15.9,46.9,28.9,0.0,999.9,0
4,11,21,2021-11-04,573,2,71,102,27,1,62,11,,3,44,,,1,,1,,,,42,12,,,,,,5,,,1,,26,3,97,26,35,37.8,24.3,1027.7,10.0,3.9,8.9,999.9,46.9,28.9,0.0,999.9,0
5,11,21,2021-11-05,568,4,58,94,26,,81,10,,1,31,,,3,,,,,3,28,14,,,,,,7,,,,,30,2,121,26,28,41.5,28.6,1027.0,10.0,6.5,12,19.0,52.0,29.1,0.0,999.9,0
6,11,21,2021-11-06,629,3,40,124,24,,100,9,,4,26,,,3,,,,1,2,32,9,,,,,,4,,,1,,38,2,143,23,41,45.9,31.9,1023.0,10.0,7.7,12,21.0,59.0,34.0,0.0,999.9,0
7,11,21,2021-11-07,638,2,48,135,25,,104,7,,9,21,,,8,,,,,,42,9,,,,,,5,,1,,,33,1,113,29,44,52.4,39.6,1020.0,9.9,8.1,14,22.9,64.9,36.0,0.0,999.9,0
1,11,21,2021-11-08,653,1,82,111,28,,85,14,,5,42,,,2,,1,1,,,26,3,,,,,,12,,,,,32,4,137,23,42,55.9,42.6,1018.2,10.0,9.2,14,22.9,64.9,41.0,0.0,999.9,0
2,11,21,2021-11-09,625,,67,91,25,,84,11,,8,40,,,6,,1,1,,,33,7,,,,,,6,,,4,,22,5,142,22,48,54.7,47.3,1020.4,9.4,7.1,13,20.0,64.9,48.9,0.0,999.9,0
3,11,21,2021-11-10,624,3,59,102,25,,85,7,,6,47,,,1,,,,,1,32,8,,,,,,1,,,1,,24,6,158,17,41,47.8,41.0,1020.5,9.7,6.1,13,999.9,57.9,37.9,0.0,999.9,1
4,11,21,2021-11-11,565,,54,90,34,3,66,13,,5,32,,,1,,,,1,1,44,10,,,,,,3,,,2,,25,5,127,21,27,52.7,45.4,1006.0,8.8,11.5,18.1,32.1,71.1,37.9,0.0,999.9,1
5,11,21,2021-11-12,544,,42,73,28,1,59,9,,3,47,,,1,,1,,,1,45,12,,,,,,2,,,1,,23,2,128,19,47,40.6,31.9,1005.9,9.5,11.8,18.1,33.0,57.0,35.1,0.44,999.9,1
6,11,21,2021-11-13,587,,58,98,21,,74,8,,4,25,,,4,,2,,,4,33,12,,,,,1,6,,,1,,24,2,134,35,40,37.1,30.8,1012.3,9.8,10.1,13,21.0,43.0,35.1,0.05,999.9,1
7,11,21,2021-11-14,560,2,61,97,17,1,74,9,,6,14,,,1,,,1,1,3,32,9,,,,,,3,,,2,,36,3,123,31,32,35.6,29.9,1009.0,8.6,12,20,31.1,39.0,33.1,0.03,999.9,1
1,11,21,2021-11-15,591,2,62,84,24,,72,10,,4,51,,,2,,,,,,46,9,,,,,,7,,,2,,34,4,115,20,41,32.9,23.5,1017.9,9.7,6.2,13,22.0,37.0,30.0,0.01,999.9,1
2,11,21,2021-11-16,592,2,69,100,22,,65,7,,5,53,,,1,,,,,,33,12,,,,,,3,,,1,,15,9,148,28,19,37.7,30.3,1017.5,9.5,4.8,12,22.0,48.9,30.0,0.01,999.9,0
3,11,21,2021-11-17,531,,41,81,19,,55,12,,6,51,,,2,,1,,,1,33,12,,,,,,7,,,1,,19,6,130,23,30,54.7,49.4,1008.7,8.6,10.2,17.1,27.0,61.0,46.9,0.0,999.9,1
4,11,21,2021-11-18,574,2,49,104,33,,57,13,,1,45,,,,,1,,,,39,13,,,,,,6,,,1,,23,5,119,23,39,36.9,22.9,1019.1,10.0,12.4,20,31.1,61.0,32.0,0.13,999.9,1
5,11,21,2021-11-19,571,1,51,110,26,1,63,9,,4,31,,1,3,,1,,1,1,43,4,,,,,,2,,,1,,21,3,138,18,37,32.8,18.7,1030.6,10.0,7.6,17.1,25.1,39.9,26.1,0.0,999.9,1
6,11,21,2021-11-20,603,1,47,119,24,,81,9,,2,39,,,2,1,,,1,1,32,16,,,,,,3,,,3,,21,,141,27,32,39.7,26.1,1023.0,10.0,8.9,14,20.0,50.0,27.1,0.0,999.9,0
7,11,21,2021-11-21,580,1,49,136,21,,76,11,,6,18,,,1,,4,,,2,52,2,,,,,,4,,,,,37,3,97,22,37,43.5,32.4,1018.0,9.9,5.5,19,34.0,55.0,35.1,0.0,999.9,1
1,11,21,2021-11-22,530,2,54,101,32,,55,12,,6,39,,,2,,1,,,,24,5,,,,,,7,,,,,20,5,112,19,32,31.2,10.0,1021.5,10.0,10.5,18.1,33.0,55.0,23.0,0.0,999.9,0
2,11,21,2021-11-23,498,1,36,90,30,,53,11,,5,35,,,1,,,,,,29,7,,,,,,6,,,2,,24,1,122,19,25,31.7,11.5,1022.9,10.0,6.4,14,20.0,43.0,24.1,0.0,999.9,0
3,11,21,2021-11-24,590,1,48,103,22,,58,11,,4,46,,,3,,1,,,,34,11,,,,,,1,,,2,,19,1,164,19,38,41.9,26.4,1015.1,10.0,12.5,17.1,26.0,53.1,24.3,0.0,999.9,0
4,11,21,2021-11-25,410,1,44,106,22,,66,5,,2,8,,,,,,1,,,27,3,,,,,,7,,,,,19,,59,11,28,44.1,37.4,1016.6,10.0,9.7,17.1,25.1,53.1,30.0,0.04,999.9,1
5,11,21,2021-11-26,540,1,40,95,19,1,64,5,,1,49,,,1,,3,,1,1,24,8,,,,,,9,,,1,,26,1,131,27,32,24.7,10.1,1023.6,10.0,8.3,17.1,27.0,30.0,19.0,0.0,999.9,0
6,11,21,2021-11-27,546,2,44,90,25,,62,11,,5,25,,,2,,,,,2,48,5,,,,,,5,,,1,,27,2,135,32,23,33.7,21.0,1013.4,10.0,6.8,9.9,999.9,42.1,19.0,0.0,999.9,1
7,11,21,2021-11-28,566,1,65,131,14,1,77,12,,4,22,,,2,,,,,5,28,7,,,,,,7,,,3,,22,3,94,24,42,34.8,20.6,1015.1,10.0,10.3,15.9,27.0,42.1,30.0,0.0,999.9,0
1,11,21,2021-11-29,596,2,52,101,29,,59,7,,2,47,,,1,1,,,,,41,6,,,,,,7,,,3,,19,2,155,23,38,33.1,14.9,1017.8,10.0,6.2,17.1,27.0,41.0,27.0,0.0,999.9,1
2,11,21,2021-11-30,564,1,54,97,25,1,43,10,,4,43,,,,,1,,,,39,13,,,,,,2,,,4,,26,5,143,21,32,41.5,26.0,1013.5,10.0,8.5,13,19.0,53.1,27.1,0.0,999.9,0
3,12,21,2021-12-01,673,3,67,104,19,,61,11,,3,77,,,3,,2,,,,51,13,,,,,1,9,,,3,,31,5,147,15,48,41.3,30.7,1015.6,9.9,5.4,13,21.0,53.1,34.0,0.0,999.9,1
4,12,21,2021-12-02,626,1,80,105,24,,68,11,,11,38,,,3,,1,,,1,36,14,,,,,,11,,,1,,32,2,118,24,43,51.2,35.6,1007.5,9.9,11,19,28.0,59.0,34.0,0.0,999.9,0
5,12,21,2021-12-03,672,4,69,121,30,,65,7,,4,42,,,3,,3,,1,,53,7,,,,,,4,,,3,,32,4,150,28,42,45.7,31.5,1016.6,10.0,4.8,8.9,999.9,59.0,42.1,0.0,999.9,1
6,12,21,2021-12-04,596,2,46,114,29,,66,7,,5,32,,,4,,1,1,,1,36,7,,,,,,3,,,5,,41,3,128,32,32,37.6,25.3,1023.7,8.3,6.6,11.1,15.9,51.1,30.9,0.0,999.9,1
7,12,21,2021-12-05,552,4,56,117,21,,64,14,,4,15,,,2,,1,,,1,42,3,,,,,,8,,,1,,29,4,104,20,42,37.6,20.0,1018.9,8.2,7.6,17.1,24.1,44.1,32.0,0.0,999.9,1
1,12,21,2021-12-06,554,,51,106,17,,60,6,,4,34,,,,1,1,1,,,33,8,,,1,,,7,,,2,,40,5,132,15,27,34.6,24.0,1010.6,9.0,13.6,22,33.0,41.0,24.1,0.26,999.9,1
2,12,21,2021-12-07,520,2,46,107,18,,62,9,,3,50,,,2,,1,,,,28,8,,,,,,6,,,1,,22,5,120,9,21,18.3,0.2,1024.6,10.0,6.5,15.9,25.1,37.9,12.9,0.0,999.9,1
3,12,21,2021-12-08,602,1,52,97,27,1,73,13,,1,40,,,1,,1,,,,42,8,,,,,,7,,,,,32,2,124,26,52,28.3,13.0,1015.9,10.0,7.8,12,999.9,35.1,12.9,0.0,999.9,0
4,12,21,2021-12-09,581,3,56,101,26,,56,9,,5,37,,,2,,,,,,38,7,,,,,,5,,,2,,29,3,145,21,35,34.3,22.7,1011.9,9.9,7.3,14,21.0,46.0,25.0,0.0,999.9,0
5,12,21,2021-12-10,590,2,52,102,25,,71,8,,6,43,,,1,,2,,2,,38,8,,,,,,10,,,2,,24,2,138,24,30,42.0,34.5,1009.5,9.1,6.7,14,20.0,46.9,28.2,0.0,999.9,1
6,12,21,2021-12-11,545,,48,78,18,1,74,9,,7,25,,,3,,,,,3,50,12,,,,,,2,,,5,,47,3,114,20,25,45.3,38.0,1000.4,8.5,13.8,27,47.0,60.1,35.1,0.84,999.9,1
7,12,21,2021-12-12,590,,60,122,20,,78,9,,5,22,,,1,,1,,,,40,8,,,,,,1,,7,1,,29,1,122,25,38,37.9,24.1,1018.2,10.0,10.6,17.1,26.0,57.9,32.0,0.0,999.9,0
1,12,21,2021-12-13,602,1,52,102,34,,77,8,,7,41,,,2,,1,2,,,38,8,,,,,,8,,,5,,22,3,137,20,32,42.5,28.1,1020.5,10.0,10.8,18.1,27.0,48.9,32.0,0.0,999.9,0
2,12,21,2021-12-14,564,1,62,95,23,,55,7,,6,42,,,5,,2,1,,,30,7,,,,,,3,,,1,,23,3,144,24,29,40.7,31.6,1026.3,9.9,3.7,9.9,999.9,54.0,32.0,0.0,999.9,0
3,12,21,2021-12-15,619,2,64,86,34,,69,14,,5,39,,,2,,2,,,,36,7,,,,,,4,,,2,,44,3,150,16,36,56.2,50.1,1013.8,9.3,12.6,20,34.0,64.9,48.9,0.03,999.9,1
4,12,21,2021-12-16,595,1,48,100,35,,70,8,,3,35,,,3,,,1,,,32,9,,,,,1,10,1,,3,,48,4,134,19,29,51.5,41.0,1006.8,9.8,20.5,32.1,52.1,66.2,37.9,0.0,999.9,1
5,12,21,2021-12-17,572,2,55,110,20,,50,8,,8,27,,,2,,,1,,1,28,7,,,,,1,9,,5,1,,24,3,154,16,38,32.9,20.4,1022.1,10.0,7.3,14,22.9,37.9,27.0,0.0,999.9,0
6,12,21,2021-12-18,579,3,48,114,32,,70,7,,2,17,,,2,,1,1,,2,42,15,,,,,,4,,4,1,,26,5,121,25,37,37.2,30.4,1019.5,8.5,9.5,13,22.0,39.9,27.1,0.04,999.9,1
7,12,21,2021-12-19,506,,41,111,23,,57,22,,1,25,,,1,,,,,,28,7,,,,,,3,,6,,,26,,93,19,42,32.4,22.3,1026.3,10.0,6.2,12,15.9,39.9,28.0,0.02,999.9,0
1,12,21,2021-12-20,537,1,51,95,28,,56,7,,1,37,,,2,,1,1,,,33,4,,,,,,5,,,,,24,1,131,17,41,34.1,26.2,1021.5,10.0,10.7,15,25.1,42.1,28.9,0.0,999.9,0
2,12,21,2021-12-21,500,3,45,101,19,,58,11,,2,28,,,2,,1,,,,27,4,,,,,,5,,,1,,21,1,115,26,29,32.4,23.4,1015.1,10.0,7.6,19,28.9,42.1,23.0,0.0,999.9,0
3,12,21,2021-12-22,475,,31,87,15,,41,6,,2,36,,,1,,,,,,24,7,,,,,,4,,,,,39,2,133,18,29,26.4,11.5,1014.7,10.0,9.4,19,31.1,39.9,19.0,0.0,999.9,0
4,12,21,2021-12-23,529,1,44,92,20,,65,9,,1,36,,,1,,,2,1,1,40,5,,,,,,6,,,1,,29,2,130,22,20,34.1,21.9,1013.3,10.0,7.1,14,22.0,46.0,19.9,0.0,999.9,0
5,12,21,2021-12-24,483,,38,101,18,,59,5,,,43,,,1,,,1,,3,28,,,,,,,5,,,,,16,,127,13,24,42.6,38.3,1004.4,7.3,6.1,12,19.0,55.0,27.1,0.0,999.9,1
6,12,21,2021-12-25,469,1,45,125,28,,66,7,,7,23,,,2,,1,,1,1,29,2,,,,,,6,,,1,,16,,66,15,27,49.1,40.2,1002.7,9.1,9.6,15.9,18.1,57.0,34.0,0.03,999.9,1
7,12,21,2021-12-26,443,3,43,108,18,,52,9,,,35,,,1,,,,,,23,4,,,,,,2,,,2,,11,,87,16,29,34.8,27.7,1016.7,10.0,4.5,14,19.0,55.0,26.1,0.0,999.9,0
1,12,21,2021-12-27,509,1,50,103,17,,57,11,,6,41,,,1,,,1,,,39,11,,,,,,6,,,,,30,3,106,9,17,39.9,35.3,1008.4,5.7,9.6,19,29.9,46.0,26.2,0.69,999.9,1
2,12,21,2021-12-28,454,1,51,70,16,,75,4,,4,36,,,,,,1,,,27,7,,,,,,6,,,2,,17,1,105,10,21,33.7,26.8,1010.0,7.8,7,14,17.1,46.0,30.0,0.32,1.2,1
3,12,21,2021-12-29,497,2,44,79,20,,59,7,,4,35,,,,,,,,,38,5,,,,,,7,,,,,38,2,109,13,35,34.7,28.5,1010.1,6.6,6.3,11.1,999.9,37.0,30.2,0.38,1.2,1
4,12,21,2021-12-30,549,,43,101,24,,85,6,,2,38,,,,,2,,2,,33,3,,,,,,4,,,1,,29,5,133,13,24,31.5,25.0,1012.8,8.1,5.2,9.9,999.9,37.0,28.0,0.01,1.2,1
5,12,21,2021-12-31,595,2,53,113,22,1,98,8,,1,38,,,1,,2,,1,2,34,8,,,,,,,,,,,31,3,89,46,41,36.6,31.4,1008.7,7.0,5.7,14,24.1,43.0,28.2,0.0,999.9,1
