crimeDate,CRIME_NUM,location_description,day,month,year
2020-05-12,1,CONSTRUCTION SITE,2,05,2020
2020-05-12,5,PARKING LOT / GARAGE (NON RESIDENTIAL),2,05,2020
2020-05-12,4,,2,05,2020
2020-05-12,6,RESIDENCE - YARD (FRONT / BACK),2,05,2020
2020-05-12,2,POLICE FACILITY / VEHICLE PARKING LOT,2,05,2020
2020-05-12,8,SMALL RETAIL STORE,2,05,2020
2020-05-12,5,CTA TRAIN,2,05,2020
2020-05-12,2,CHA APARTMENT,2,05,2020
2020-05-12,2,DRUG STORE,2,05,2020
2020-05-12,1,SCHOOL - PUBLIC BUILDING,2,05,2020
2020-05-12,10,GAS STATION,2,05,2020
2020-05-12,5,VEHICLE NON-COMMERCIAL,2,05,2020
2020-05-12,3,BANK,2,05,2020
2020-05-12,5,RESTAURANT,2,05,2020
2020-05-12,2,WAREHOUSE,2,05,2020
2020-05-12,1,BAR OR TAVERN,2,05,2020
2020-05-12,1,CHA HALLWAY / STAIRWELL / ELEVATOR,2,05,2020
2020-05-12,1,HOSPITAL BUILDING / GROUNDS,2,05,2020
2020-05-12,3,PARK PROPERTY,2,05,2020
2020-05-12,2,CURRENCY EXCHANGE,2,05,2020
2020-05-12,1,CHA PARKING LOT / GROUNDS,2,05,2020
2020-05-12,1,GOVERNMENT BUILDING / PROPERTY,2,05,2020
2020-05-12,3,DRIVEWAY - RESIDENTIAL,2,05,2020
2020-05-12,1,ABANDONED BUILDING,2,05,2020
2020-05-12,1,CTA PLATFORM,2,05,2020
2020-05-13,101,APARTMENT,3,05,2020
2020-05-13,28,SIDEWALK,3,05,2020
2020-05-13,4,DRUG STORE,3,05,2020
2020-05-13,19,SMALL RETAIL STORE,3,05,2020
2020-05-13,1,NURSING / RETIREMENT HOME,3,05,2020
2020-05-13,2,AUTO / BOAT / RV DEALERSHIP,3,05,2020
2020-05-13,2,CHA APARTMENT,3,05,2020
2020-05-13,121,STREET,3,05,2020
2020-05-13,14,OTHER (SPECIFY),3,05,2020
2020-05-13,8,RESIDENCE - GARAGE,3,05,2020
2020-05-13,95,RESIDENCE,3,05,2020
2020-05-13,11,GROCERY FOOD STORE,3,05,2020
2020-05-13,2,HOSPITAL BUILDING / GROUNDS,3,05,2020
2020-05-13,4,CTA BUS,3,05,2020
2020-05-13,3,PARK PROPERTY,3,05,2020
2020-05-13,6,RESTAURANT,3,05,2020
2020-05-13,13,PARKING LOT / GARAGE (NON RESIDENTIAL),3,05,2020
2020-05-13,18,ALLEY,3,05,2020
2020-05-13,7,GAS STATION,3,05,2020
2020-05-13,3,CHA PARKING LOT / GROUNDS,3,05,2020
2020-05-13,2,CTA TRAIN,3,05,2020
2020-05-13,5,,3,05,2020
2020-05-13,8,RESIDENCE - PORCH / HALLWAY,3,05,2020
2020-05-13,7,RESIDENCE - YARD (FRONT / BACK),3,05,2020
2020-05-13,5,VEHICLE NON-COMMERCIAL,3,05,2020
2020-05-13,6,COMMERCIAL / BUSINESS OFFICE,3,05,2020
2020-05-13,3,BANK,3,05,2020
2020-05-13,3,DEPARTMENT STORE,3,05,2020
2020-05-13,1,HOTEL / MOTEL,3,05,2020
2020-05-13,1,CAR WASH,3,05,2020
2020-05-13,1,POLICE FACILITY / VEHICLE PARKING LOT,3,05,2020
2020-05-13,1,SCHOOL - PUBLIC GROUNDS,3,05,2020
2020-05-13,7,CONVENIENCE STORE,3,05,2020
2020-05-13,1,GOVERNMENT BUILDING / PROPERTY,3,05,2020
2020-05-13,1,TAXICAB,3,05,2020
2020-05-13,1,WAREHOUSE,3,05,2020
2020-05-13,1,AIRPORT/AIRCRAFT,3,05,2020
2020-05-13,2,CTA PLATFORM,3,05,2020
2020-05-13,1,YARD,3,05,2020
2020-05-13,1,OTHER RAILROAD PROPERTY / TRAIN DEPOT,3,05,2020
2020-05-13,1,CHA HALLWAY / STAIRWELL / ELEVATOR,3,05,2020
2020-05-13,1,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,3,05,2020
2020-05-14,3,CTA TRAIN,4,05,2020
2020-05-14,98,STREET,4,05,2020
2020-05-14,17,OTHER (SPECIFY),4,05,2020
2020-05-14,102,RESIDENCE,4,05,2020
2020-05-14,8,RESIDENCE - GARAGE,4,05,2020
2020-05-14,98,APARTMENT,4,05,2020
2020-05-14,3,BANK,4,05,2020
2020-05-14,6,SMALL RETAIL STORE,4,05,2020
2020-05-14,1,CTA STATION,4,05,2020
2020-05-14,2,VACANT LOT / LAND,4,05,2020
2020-05-14,11,ALLEY,4,05,2020
2020-05-14,9,RESIDENCE - PORCH / HALLWAY,4,05,2020
2020-05-14,18,SIDEWALK,4,05,2020
2020-05-14,5,GROCERY FOOD STORE,4,05,2020
2020-05-14,3,CHA APARTMENT,4,05,2020
2020-05-14,1,CURRENCY EXCHANGE,4,05,2020
2020-05-14,1,FEDERAL BUILDING,4,05,2020
2020-05-14,1,WAREHOUSE,4,05,2020
2020-05-14,7,RESTAURANT,4,05,2020
2020-05-14,8,RESIDENCE - YARD (FRONT / BACK),4,05,2020
2020-05-14,1,COIN OPERATED MACHINE,4,05,2020
2020-05-14,11,PARKING LOT / GARAGE (NON RESIDENTIAL),4,05,2020
2020-05-14,1,TAVERN / LIQUOR STORE,4,05,2020
2020-05-14,1,VEHICLE - COMMERCIAL,4,05,2020
2020-05-14,1,COLLEGE / UNIVERSITY - GROUNDS,4,05,2020
2020-05-14,2,DRUG STORE,4,05,2020
2020-05-14,2,AIRPORT/AIRCRAFT,4,05,2020
2020-05-14,1,,4,05,2020
2020-05-14,2,GOVERNMENT BUILDING / PROPERTY,4,05,2020
2020-05-14,4,DEPARTMENT STORE,4,05,2020
2020-05-14,4,VEHICLE NON-COMMERCIAL,4,05,2020
2020-05-14,7,COMMERCIAL / BUSINESS OFFICE,4,05,2020
2020-05-14,1,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,4,05,2020
2020-05-14,2,POLICE FACILITY / VEHICLE PARKING LOT,4,05,2020
2020-05-14,1,HOTEL / MOTEL,4,05,2020
2020-05-14,7,CONVENIENCE STORE,4,05,2020
2020-05-14,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,4,05,2020
2020-05-14,1,APPLIANCE STORE,4,05,2020
2020-05-14,4,GAS STATION,4,05,2020
2020-05-14,1,SCHOOL - PRIVATE BUILDING,4,05,2020
2020-05-14,1,HOSPITAL BUILDING / GROUNDS,4,05,2020
2020-05-14,3,CTA BUS,4,05,2020
2020-05-14,2,CTA BUS STOP,4,05,2020
2020-05-14,1,PARK PROPERTY,4,05,2020
2020-05-14,2,CHA PARKING LOT / GROUNDS,4,05,2020
2020-05-14,1,MEDICAL / DENTAL OFFICE,4,05,2020
2020-05-14,1,BARBERSHOP,4,05,2020
2020-05-15,107,APARTMENT,5,05,2020
2020-05-15,99,RESIDENCE,5,05,2020
2020-05-15,1,OTHER COMMERCIAL TRANSPORTATION,5,05,2020
2020-05-15,148,STREET,5,05,2020
2020-05-15,6,COMMERCIAL / BUSINESS OFFICE,5,05,2020
2020-05-15,8,GROCERY FOOD STORE,5,05,2020
2020-05-15,37,SIDEWALK,5,05,2020
2020-05-15,3,DRUG STORE,5,05,2020
2020-05-15,10,GAS STATION,5,05,2020
2020-05-15,10,OTHER (SPECIFY),5,05,2020
2020-05-15,1,CREDIT UNION,5,05,2020
2020-05-15,8,RESTAURANT,5,05,2020
2020-05-15,7,PARKING LOT / GARAGE (NON RESIDENTIAL),5,05,2020
2020-05-15,12,SMALL RETAIL STORE,5,05,2020
2020-05-15,1,ABANDONED BUILDING,5,05,2020
2020-05-15,1,MEDICAL / DENTAL OFFICE,5,05,2020
2020-05-15,11,ALLEY,5,05,2020
2020-05-15,3,POLICE FACILITY / VEHICLE PARKING LOT,5,05,2020
2020-05-15,5,RESIDENCE - GARAGE,5,05,2020
2020-05-15,3,CTA BUS,5,05,2020
2020-05-15,5,CONVENIENCE STORE,5,05,2020
2020-05-15,4,CHA APARTMENT,5,05,2020
2020-05-15,8,RESIDENCE - YARD (FRONT / BACK),5,05,2020
2020-05-15,3,,5,05,2020
2020-05-15,3,DEPARTMENT STORE,5,05,2020
2020-05-15,2,DRIVEWAY - RESIDENTIAL,5,05,2020
2020-05-15,7,VEHICLE NON-COMMERCIAL,5,05,2020
2020-05-15,14,RESIDENCE - PORCH / HALLWAY,5,05,2020
2020-05-15,1,CHA PARKING LOT / GROUNDS,5,05,2020
2020-05-15,3,HOTEL / MOTEL,5,05,2020
2020-05-15,1,WAREHOUSE,5,05,2020
2020-05-15,2,PARK PROPERTY,5,05,2020
2020-05-15,2,APPLIANCE STORE,5,05,2020
2020-05-15,1,BARBERSHOP,5,05,2020
2020-05-15,1,ATHLETIC CLUB,5,05,2020
2020-05-15,1,CTA TRAIN,5,05,2020
2020-05-15,1,TAVERN / LIQUOR STORE,5,05,2020
2020-05-15,1,CURRENCY EXCHANGE,5,05,2020
2020-05-15,1,SCHOOL - PRIVATE BUILDING,5,05,2020
2020-05-15,1,VACANT LOT / LAND,5,05,2020
2020-05-15,1,JAIL / LOCK-UP FACILITY,5,05,2020
2020-05-15,1,CTA PLATFORM,5,05,2020
2020-05-15,1,BANK,5,05,2020
2020-05-15,1,CTA BUS STOP,5,05,2020
2020-05-15,1,SPORTS ARENA / STADIUM,5,05,2020
2020-05-15,1,CTA STATION,5,05,2020
2020-05-16,146,STREET,6,05,2020
2020-05-16,110,APARTMENT,6,05,2020
2020-05-16,97,RESIDENCE,6,05,2020
2020-05-16,4,RESTAURANT,6,05,2020
2020-05-16,39,SIDEWALK,6,05,2020
2020-05-16,18,PARKING LOT / GARAGE (NON RESIDENTIAL),6,05,2020
2020-05-16,8,RESIDENCE - PORCH / HALLWAY,6,05,2020
2020-05-16,9,VEHICLE NON-COMMERCIAL,6,05,2020
2020-05-16,21,ALLEY,6,05,2020
2020-05-16,6,CURRENCY EXCHANGE,6,05,2020
2020-05-16,2,DEPARTMENT STORE,6,05,2020
2020-05-16,12,GAS STATION,6,05,2020
2020-05-16,2,DRIVEWAY - RESIDENTIAL,6,05,2020
2020-05-16,1,ATM (AUTOMATIC TELLER MACHINE),6,05,2020
2020-05-16,1,TAVERN / LIQUOR STORE,6,05,2020
2020-05-16,2,CTA BUS STOP,6,05,2020
2020-05-16,8,SMALL RETAIL STORE,6,05,2020
2020-05-16,2,NURSING / RETIREMENT HOME,6,05,2020
2020-05-16,16,OTHER (SPECIFY),6,05,2020
2020-05-16,1,CHA HALLWAY / STAIRWELL / ELEVATOR,6,05,2020
2020-05-16,8,GROCERY FOOD STORE,6,05,2020
2020-05-16,3,,6,05,2020
2020-05-16,1,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,6,05,2020
2020-05-16,2,POLICE FACILITY / VEHICLE PARKING LOT,6,05,2020
2020-05-16,2,CTA BUS,6,05,2020
2020-05-16,1,CLEANING STORE,6,05,2020
2020-05-16,9,RESIDENCE - YARD (FRONT / BACK),6,05,2020
2020-05-16,3,CHA APARTMENT,6,05,2020
2020-05-16,3,CHA PARKING LOT / GROUNDS,6,05,2020
2020-05-16,6,RESIDENCE - GARAGE,6,05,2020
2020-05-16,1,APPLIANCE STORE,6,05,2020
2020-05-16,2,CTA PARKING LOT / GARAGE / OTHER PROPERTY,6,05,2020
2020-05-16,1,CAR WASH,6,05,2020
2020-05-16,1,SPORTS ARENA / STADIUM,6,05,2020
2020-05-16,1,CEMETARY,6,05,2020
2020-05-16,2,VACANT LOT / LAND,6,05,2020
2020-05-16,1,BAR OR TAVERN,6,05,2020
2020-05-16,4,CONVENIENCE STORE,6,05,2020
2020-05-16,1,JAIL / LOCK-UP FACILITY,6,05,2020
2020-05-16,4,HOTEL / MOTEL,6,05,2020
2020-05-16,2,CONSTRUCTION SITE,6,05,2020
2020-05-16,3,PARK PROPERTY,6,05,2020
2020-05-16,1,AUTO,6,05,2020
2020-05-16,2,CTA TRAIN,6,05,2020
2020-05-16,1,FIRE STATION,6,05,2020
2020-05-16,3,DRUG STORE,6,05,2020
2020-05-16,1,COMMERCIAL / BUSINESS OFFICE,6,05,2020
2020-05-16,1,HOSPITAL BUILDING / GROUNDS,6,05,2020
2020-05-16,1,MEDICAL / DENTAL OFFICE,6,05,2020
2020-05-16,1,AUTO / BOAT / RV DEALERSHIP,6,05,2020
2020-05-17,87,RESIDENCE,7,05,2020
2020-05-17,11,OTHER (SPECIFY),7,05,2020
2020-05-17,3,DEPARTMENT STORE,7,05,2020
2020-05-17,1,VEHICLE - DELIVERY TRUCK,7,05,2020
2020-05-17,110,STREET,7,05,2020
2020-05-17,106,APARTMENT,7,05,2020
2020-05-17,1,PAWN SHOP,7,05,2020
2020-05-17,2,CONVENIENCE STORE,7,05,2020
2020-05-17,7,PARKING LOT / GARAGE (NON RESIDENTIAL),7,05,2020
2020-05-17,10,GAS STATION,7,05,2020
2020-05-17,23,SIDEWALK,7,05,2020
2020-05-17,11,SMALL RETAIL STORE,7,05,2020
2020-05-17,3,HOTEL / MOTEL,7,05,2020
2020-05-17,3,DRUG STORE,7,05,2020
2020-05-17,1,CURRENCY EXCHANGE,7,05,2020
2020-05-17,8,ALLEY,7,05,2020
2020-05-17,1,POLICE FACILITY / VEHICLE PARKING LOT,7,05,2020
2020-05-17,6,GROCERY FOOD STORE,7,05,2020
2020-05-17,8,RESIDENCE - PORCH / HALLWAY,7,05,2020
2020-05-17,5,VEHICLE NON-COMMERCIAL,7,05,2020
2020-05-17,6,RESIDENCE - YARD (FRONT / BACK),7,05,2020
2020-05-17,4,HOSPITAL BUILDING / GROUNDS,7,05,2020
2020-05-17,8,RESIDENCE - GARAGE,7,05,2020
2020-05-17,1,VACANT LOT / LAND,7,05,2020
2020-05-17,1,COMMERCIAL / BUSINESS OFFICE,7,05,2020
2020-05-17,1,DRIVEWAY - RESIDENTIAL,7,05,2020
2020-05-17,1,NURSING / RETIREMENT HOME,7,05,2020
2020-05-17,1,RESTAURANT,7,05,2020
2020-05-17,1,CHA PARKING LOT / GROUNDS,7,05,2020
2020-05-17,2,OTHER RAILROAD PROPERTY / TRAIN DEPOT,7,05,2020
2020-05-17,2,CTA BUS,7,05,2020
2020-05-17,2,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,7,05,2020
2020-05-17,1,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,7,05,2020
2020-05-17,1,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,7,05,2020
2020-05-17,1,CHA APARTMENT,7,05,2020
2020-05-18,5,DRUG STORE,1,05,2020
2020-05-18,100,RESIDENCE,1,05,2020
2020-05-18,101,APARTMENT,1,05,2020
2020-05-18,2,NURSING / RETIREMENT HOME,1,05,2020
2020-05-18,127,STREET,1,05,2020
2020-05-18,3,GROCERY FOOD STORE,1,05,2020
2020-05-18,4,CONVENIENCE STORE,1,05,2020
2020-05-18,1,BRIDGE,1,05,2020
2020-05-18,10,VEHICLE NON-COMMERCIAL,1,05,2020
2020-05-18,29,SIDEWALK,1,05,2020
2020-05-18,6,,1,05,2020
2020-05-18,8,RESIDENCE - GARAGE,1,05,2020
2020-05-18,5,RESIDENCE - YARD (FRONT / BACK),1,05,2020
2020-05-18,7,ALLEY,1,05,2020
2020-05-18,2,CHA HALLWAY / STAIRWELL / ELEVATOR,1,05,2020
2020-05-18,2,RESTAURANT,1,05,2020
2020-05-18,3,DRIVEWAY - RESIDENTIAL,1,05,2020
2020-05-18,2,COMMERCIAL / BUSINESS OFFICE,1,05,2020
2020-05-18,2,CHA PARKING LOT / GROUNDS,1,05,2020
2020-05-18,2,CTA TRAIN,1,05,2020
2020-05-18,1,CTA BUS STOP,1,05,2020
2020-05-18,2,CURRENCY EXCHANGE,1,05,2020
2020-05-18,2,HOSPITAL BUILDING / GROUNDS,1,05,2020
2020-05-18,1,CTA BUS,1,05,2020
2020-05-18,9,SMALL RETAIL STORE,1,05,2020
2020-05-18,10,OTHER (SPECIFY),1,05,2020
2020-05-18,3,GAS STATION,1,05,2020
2020-05-18,2,AUTO / BOAT / RV DEALERSHIP,1,05,2020
2020-05-18,15,PARKING LOT / GARAGE (NON RESIDENTIAL),1,05,2020
2020-05-18,8,RESIDENCE - PORCH / HALLWAY,1,05,2020
2020-05-18,2,BANK,1,05,2020
2020-05-18,2,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,1,05,2020
2020-05-18,1,SCHOOL - PUBLIC BUILDING,1,05,2020
2020-05-18,2,DEPARTMENT STORE,1,05,2020
2020-05-18,1,GOVERNMENT BUILDING / PROPERTY,1,05,2020
2020-05-18,1,PARK PROPERTY,1,05,2020
2020-05-18,1,TAVERN / LIQUOR STORE,1,05,2020
2020-05-18,3,ATM (AUTOMATIC TELLER MACHINE),1,05,2020
2020-05-18,1,CHA APARTMENT,1,05,2020
2020-05-18,3,MEDICAL / DENTAL OFFICE,1,05,2020
2020-05-18,1,WAREHOUSE,1,05,2020
2020-05-18,1,CONSTRUCTION SITE,1,05,2020
2020-05-18,1,SAVINGS AND LOAN,1,05,2020
2020-05-18,1,VACANT LOT / LAND,1,05,2020
2020-05-18,1,CLEANING STORE,1,05,2020
2020-05-18,2,CTA PLATFORM,1,05,2020
2020-05-18,1,CAR WASH,1,05,2020
2020-05-18,1,HIGHWAY / EXPRESSWAY,1,05,2020
2020-05-18,1,HOTEL / MOTEL,1,05,2020
2020-05-19,5,,2,05,2020
2020-05-19,100,RESIDENCE,2,05,2020
2020-05-19,7,PARKING LOT / GARAGE (NON RESIDENTIAL),2,05,2020
2020-05-19,4,ALLEY,2,05,2020
2020-05-19,103,STREET,2,05,2020
2020-05-19,16,RESIDENCE - YARD (FRONT / BACK),2,05,2020
2020-05-19,93,APARTMENT,2,05,2020
2020-05-19,14,OTHER (SPECIFY),2,05,2020
2020-05-19,13,SMALL RETAIL STORE,2,05,2020
2020-05-19,20,SIDEWALK,2,05,2020
2020-05-19,2,DRIVEWAY - RESIDENTIAL,2,05,2020
2020-05-19,5,VEHICLE NON-COMMERCIAL,2,05,2020
2020-05-19,4,CHA APARTMENT,2,05,2020
2020-05-19,16,RESIDENCE - PORCH / HALLWAY,2,05,2020
2020-05-19,1,HOSPITAL BUILDING / GROUNDS,2,05,2020
2020-05-19,1,GOVERNMENT BUILDING / PROPERTY,2,05,2020
2020-05-19,1,CHA PARKING LOT / GROUNDS,2,05,2020
2020-05-19,1,CTA BUS,2,05,2020
2020-05-19,6,DEPARTMENT STORE,2,05,2020
2020-05-19,12,GAS STATION,2,05,2020
2020-05-19,8,RESIDENCE - GARAGE,2,05,2020
2020-05-19,1,WAREHOUSE,2,05,2020
2020-05-19,1,CTA STATION,2,05,2020
2020-05-19,4,CTA TRAIN,2,05,2020
2020-05-19,4,CONVENIENCE STORE,2,05,2020
2020-05-19,4,DRUG STORE,2,05,2020
2020-05-19,1,OTHER COMMERCIAL TRANSPORTATION,2,05,2020
2020-05-19,1,VEHICLE - COMMERCIAL,2,05,2020
2020-05-19,7,GROCERY FOOD STORE,2,05,2020
2020-05-19,1,SCHOOL - PUBLIC GROUNDS,2,05,2020
2020-05-19,5,RESTAURANT,2,05,2020
2020-05-19,1,CTA PLATFORM,2,05,2020
2020-05-19,1,COMMERCIAL / BUSINESS OFFICE,2,05,2020
2020-05-19,1,CONSTRUCTION SITE,2,05,2020
2020-05-19,1,SCHOOL - PUBLIC BUILDING,2,05,2020
2020-05-19,1,AIRPORT EXTERIOR - SECURE AREA,2,05,2020
2020-05-19,1,NURSING / RETIREMENT HOME,2,05,2020
2020-05-19,1,CURRENCY EXCHANGE,2,05,2020
2020-05-19,3,VACANT LOT / LAND,2,05,2020
2020-05-19,1,FACTORY / MANUFACTURING BUILDING,2,05,2020
2020-05-19,1,JAIL / LOCK-UP FACILITY,2,05,2020
2020-05-19,1,AIRPORT/AIRCRAFT,2,05,2020
2020-05-19,1,POLICE FACILITY / VEHICLE PARKING LOT,2,05,2020
2020-05-20,88,RESIDENCE,3,05,2020
2020-05-20,32,SIDEWALK,3,05,2020
2020-05-20,94,APARTMENT,3,05,2020
2020-05-20,1,WAREHOUSE,3,05,2020
2020-05-20,11,RESIDENCE - PORCH / HALLWAY,3,05,2020
2020-05-20,157,STREET,3,05,2020
2020-05-20,25,OTHER (SPECIFY),3,05,2020
2020-05-20,6,DRUG STORE,3,05,2020
2020-05-20,6,GAS STATION,3,05,2020
2020-05-20,8,ALLEY,3,05,2020
2020-05-20,4,POLICE FACILITY / VEHICLE PARKING LOT,3,05,2020
2020-05-20,6,SMALL RETAIL STORE,3,05,2020
2020-05-20,7,RESTAURANT,3,05,2020
2020-05-20,10,VEHICLE NON-COMMERCIAL,3,05,2020
2020-05-20,9,RESIDENCE - YARD (FRONT / BACK),3,05,2020
2020-05-20,7,PARKING LOT / GARAGE (NON RESIDENTIAL),3,05,2020
2020-05-20,1,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,3,05,2020
2020-05-20,3,CTA BUS,3,05,2020
2020-05-20,4,DRIVEWAY - RESIDENTIAL,3,05,2020
2020-05-20,5,CHA APARTMENT,3,05,2020
2020-05-20,3,GROCERY FOOD STORE,3,05,2020
2020-05-20,11,CONVENIENCE STORE,3,05,2020
2020-05-20,10,RESIDENCE - GARAGE,3,05,2020
2020-05-20,1,CTA PLATFORM,3,05,2020
2020-05-20,3,COMMERCIAL / BUSINESS OFFICE,3,05,2020
2020-05-20,4,,3,05,2020
2020-05-20,1,CTA BUS STOP,3,05,2020
2020-05-20,3,NURSING / RETIREMENT HOME,3,05,2020
2020-05-20,4,HOSPITAL BUILDING / GROUNDS,3,05,2020
2020-05-20,2,CHA PARKING LOT / GROUNDS,3,05,2020
2020-05-20,2,BANK,3,05,2020
2020-05-20,2,CTA TRAIN,3,05,2020
2020-05-20,1,ABANDONED BUILDING,3,05,2020
2020-05-20,1,TAVERN / LIQUOR STORE,3,05,2020
2020-05-20,1,PAWN SHOP,3,05,2020
2020-05-20,1,CLEANING STORE,3,05,2020
2020-05-20,1,VACANT LOT / LAND,3,05,2020
2020-05-20,1,PARK PROPERTY,3,05,2020
2020-05-20,1,HOTEL / MOTEL,3,05,2020
2020-05-20,1,DEPARTMENT STORE,3,05,2020
2020-05-20,1,AIRPORT/AIRCRAFT,3,05,2020
2020-05-21,3,,4,05,2020
2020-05-21,2,CTA TRAIN,4,05,2020
2020-05-21,6,SMALL RETAIL STORE,4,05,2020
2020-05-21,90,RESIDENCE,4,05,2020
2020-05-21,8,GROCERY FOOD STORE,4,05,2020
2020-05-21,9,OTHER (SPECIFY),4,05,2020
2020-05-21,128,STREET,4,05,2020
2020-05-21,27,SIDEWALK,4,05,2020
2020-05-21,3,CTA PLATFORM,4,05,2020
2020-05-21,86,APARTMENT,4,05,2020
2020-05-21,3,DEPARTMENT STORE,4,05,2020
2020-05-21,2,CTA STATION,4,05,2020
2020-05-21,18,RESIDENCE - PORCH / HALLWAY,4,05,2020
2020-05-21,15,VEHICLE NON-COMMERCIAL,4,05,2020
2020-05-21,16,ALLEY,4,05,2020
2020-05-21,11,PARKING LOT / GARAGE (NON RESIDENTIAL),4,05,2020
2020-05-21,7,CONVENIENCE STORE,4,05,2020
2020-05-21,1,DRIVEWAY - RESIDENTIAL,4,05,2020
2020-05-21,1,KENNEL,4,05,2020
2020-05-21,2,COMMERCIAL / BUSINESS OFFICE,4,05,2020
2020-05-21,2,PARK PROPERTY,4,05,2020
2020-05-21,3,BANK,4,05,2020
2020-05-21,1,ANIMAL HOSPITAL,4,05,2020
2020-05-21,6,GAS STATION,4,05,2020
2020-05-21,6,RESTAURANT,4,05,2020
2020-05-21,1,HIGHWAY / EXPRESSWAY,4,05,2020
2020-05-21,2,HOSPITAL BUILDING / GROUNDS,4,05,2020
2020-05-21,6,RESIDENCE - GARAGE,4,05,2020
2020-05-21,2,HOTEL / MOTEL,4,05,2020
2020-05-21,7,RESIDENCE - YARD (FRONT / BACK),4,05,2020
2020-05-21,5,POLICE FACILITY / VEHICLE PARKING LOT,4,05,2020
2020-05-21,1,SCHOOL - PRIVATE BUILDING,4,05,2020
2020-05-21,1,CAR WASH,4,05,2020
2020-05-21,4,DRUG STORE,4,05,2020
2020-05-21,1,CTA BUS,4,05,2020
2020-05-21,1,CHA PARKING LOT / GROUNDS,4,05,2020
2020-05-21,2,CHA APARTMENT,4,05,2020
2020-05-21,1,NURSING / RETIREMENT HOME,4,05,2020
2020-05-21,1,CTA BUS STOP,4,05,2020
2020-05-21,1,VACANT LOT / LAND,4,05,2020
2020-05-21,1,MEDICAL / DENTAL OFFICE,4,05,2020
2020-05-21,1,AIRPORT EXTERIOR - SECURE AREA,4,05,2020
2020-05-21,1,ATM (AUTOMATIC TELLER MACHINE),4,05,2020
2020-05-22,5,CHA PARKING LOT / GROUNDS,5,05,2020
2020-05-22,87,RESIDENCE,5,05,2020
2020-05-22,13,GAS STATION,5,05,2020
2020-05-22,6,,5,05,2020
2020-05-22,136,STREET,5,05,2020
2020-05-22,87,APARTMENT,5,05,2020
2020-05-22,11,ALLEY,5,05,2020
2020-05-22,6,OTHER (SPECIFY),5,05,2020
2020-05-22,4,CONVENIENCE STORE,5,05,2020
2020-05-22,3,DRUG STORE,5,05,2020
2020-05-22,1,CTA STATION,5,05,2020
2020-05-22,10,VEHICLE NON-COMMERCIAL,5,05,2020
2020-05-22,7,GROCERY FOOD STORE,5,05,2020
2020-05-22,4,POLICE FACILITY / VEHICLE PARKING LOT,5,05,2020
2020-05-22,15,RESIDENCE - YARD (FRONT / BACK),5,05,2020
2020-05-22,40,SIDEWALK,5,05,2020
2020-05-22,13,PARKING LOT / GARAGE (NON RESIDENTIAL),5,05,2020
2020-05-22,7,DEPARTMENT STORE,5,05,2020
2020-05-22,4,NURSING / RETIREMENT HOME,5,05,2020
2020-05-22,9,RESIDENCE - PORCH / HALLWAY,5,05,2020
2020-05-22,13,SMALL RETAIL STORE,5,05,2020
2020-05-22,2,BANK,5,05,2020
2020-05-22,5,COMMERCIAL / BUSINESS OFFICE,5,05,2020
2020-05-22,6,RESIDENCE - GARAGE,5,05,2020
2020-05-22,5,CTA TRAIN,5,05,2020
2020-05-22,4,RESTAURANT,5,05,2020
2020-05-22,3,HOTEL / MOTEL,5,05,2020
2020-05-22,1,ABANDONED BUILDING,5,05,2020
2020-05-22,2,CTA PLATFORM,5,05,2020
2020-05-22,1,GOVERNMENT BUILDING / PROPERTY,5,05,2020
2020-05-22,6,CTA BUS,5,05,2020
2020-05-22,1,TAVERN / LIQUOR STORE,5,05,2020
2020-05-22,1,ATM (AUTOMATIC TELLER MACHINE),5,05,2020
2020-05-22,1,CHA APARTMENT,5,05,2020
2020-05-22,1,AUTO / BOAT / RV DEALERSHIP,5,05,2020
2020-05-22,2,WAREHOUSE,5,05,2020
2020-05-22,3,HOSPITAL BUILDING / GROUNDS,5,05,2020
2020-05-22,1,ATHLETIC CLUB,5,05,2020
2020-05-22,1,CTA BUS STOP,5,05,2020
2020-05-22,1,AUTO,5,05,2020
2020-05-22,4,DRIVEWAY - RESIDENTIAL,5,05,2020
2020-05-22,1,BARBERSHOP,5,05,2020
2020-05-22,1,MEDICAL / DENTAL OFFICE,5,05,2020
2020-05-22,1,VACANT LOT / LAND,5,05,2020
2020-05-22,1,OTHER RAILROAD PROPERTY / TRAIN DEPOT,5,05,2020
2020-05-22,1,AIRPORT EXTERIOR - NON-SECURE AREA,5,05,2020
2020-05-23,111,RESIDENCE,6,05,2020
2020-05-23,15,SMALL RETAIL STORE,6,05,2020
2020-05-23,127,STREET,6,05,2020
2020-05-23,47,SIDEWALK,6,05,2020
2020-05-23,6,RESIDENCE - GARAGE,6,05,2020
2020-05-23,5,DRUG STORE,6,05,2020
2020-05-23,6,CONVENIENCE STORE,6,05,2020
