"","temp","month","CRIME_NUM"
"942",70.3,7,0.475609756097561
"943",69.4,7,0.798780487804878
"944",71.8,8,0.823170731707317
"945",68.7,8,0.585365853658537
"946",71.6,8,0.536585365853659
"947",74.8,8,0.530487804878049
"948",76,8,0.475609756097561
"949",77,8,0.573170731707317
"950",76.2,8,0.621951219512195
"951",82.8,8,0.725609756097561
"952",74.6,8,0.48780487804878
"953",81,8,0.50609756097561
"954",77.8,8,0.420731707317073
"955",80.1,8,0.518292682926829
"956",75.9,8,0.347560975609756
"957",72.9,8,0.76219512195122
"958",70.6,8,0.664634146341463
"959",72.3,8,0.542682926829268
"960",74.2,8,0.50609756097561
"961",77.2,8,0.51219512195122
"962",79.2,8,0.524390243902439
"963",79.8,8,0.548780487804878
"964",79.7,8,0.676829268292683
"965",76.3,8,0.646341463414634
"966",75.1,8,0.573170731707317
"967",82.5,8,0.463414634146341
"968",78.7,8,0.384146341463415
"969",77.4,8,0.591463414634146
"970",80.7,8,0.719512195121951
"971",83.6,8,0.713414634146341
"972",81.5,8,0.859756097560976
"973",76.2,8,0.585365853658537
"974",74.7,8,0.524390243902439
"975",73.2,9,0.75
"976",69.5,9,0.530487804878049
"977",69.7,9,0.75
"978",70.1,9,0.75
"979",69.5,9,0.878048780487805
"980",72,9,0.652439024390244
"981",72.3,9,0.530487804878049
"982",69.7,9,0.609756097560976
"983",66.9,9,0.475609756097561
"984",68.5,9,0.73780487804878
"985",73.6,9,0.713414634146341
"986",78.8,9,0.847560975609756
"987",74.6,9,0.74390243902439
"988",77.1,9,0.591463414634146
"989",68.4,9,0.548780487804878
"990",68.7,9,0.731707317073171
"991",74.8,9,0.628048780487805
"992",71.4,9,0.835365853658537
"993",73.6,9,0.871951219512195
"994",75.7,9,0.713414634146341
"995",69,9,0.5
"996",59.7,9,0.609756097560976
"997",58,9,0.646341463414634
"998",62.7,9,0.670731707317073
"999",61.4,9,0.682926829268293
"1000",66.1,9,0.75609756097561
"1001",73.4,9,0.670731707317073
"1002",65.9,9,0.786585365853659
"1003",67,9,0.579268292682927
"1004",68.7,9,0.560975609756098
"1005",70.8,10,0.835365853658537
"1006",72.7,10,0.847560975609756
"1007",70.6,10,0.76219512195122
"1008",66.9,10,0.719512195121951
"1009",65.6,10,0.615853658536585
"1010",65.6,10,0.597560975609756
"1011",68.1,10,0.573170731707317
"1012",67,10,0.475609756097561
"1013",69.4,10,0.786585365853659
"1014",73,10,0.573170731707317
"1015",72.2,10,0.536585365853659
"1016",63,10,0.701219512195122
"1017",60,10,0.658536585365854
"1018",66.7,10,0.621951219512195
"1019",57.7,10,0.713414634146341
"1020",52.1,10,0.628048780487805
"1021",53.3,10,0.658536585365854
"1022",57,10,0.652439024390244
"1023",60.7,10,0.573170731707317
"1024",61.3,10,0.542682926829268
"1025",56.7,10,0.585365853658537
"1026",47.9,10,0.615853658536585
"1027",47.4,10,0.652439024390244
"1028",45.7,10,0.48780487804878
"1029",49.6,10,0.518292682926829
"1030",49.1,10,0.731707317073171
"1031",47.1,10,0.597560975609756
"1032",51.3,10,0.51219512195122
"1033",54.3,10,0.634146341463415
"1034",54.4,10,0.676829268292683
"1035",48.7,10,0.878048780487805
"1036",41.4,11,0.560975609756098
"1037",39.6,11,0.5
"1038",36.9,11,0.518292682926829
"1039",37.8,11,0.542682926829268
"1040",41.5,11,0.536585365853659
"1041",45.9,11,0.652439024390244
"1042",52.4,11,0.878048780487805
"1043",55.9,11,0.75
"1044",54.7,11,0.560975609756098
"1045",47.8,11,0.585365853658537
"1046",52.7,11,0.585365853658537
"1047",40.6,11,0.591463414634146
"1048",37.1,11,0.634146341463415
"1049",35.6,11,0.560975609756098
"1050",32.9,11,0.579268292682927
"1051",37.7,11,0.50609756097561
"1052",54.7,11,0.469512195121951
"1053",36.9,11,0.524390243902439
"1054",32.8,11,0.676829268292683
"1055",39.7,11,0.591463414634146
"1056",43.5,11,0.676829268292683
"1057",31.2,11,0.469512195121951
"1058",31.7,11,0.451219512195122
"1059",41.9,11,0.463414634146341
"1060",44.1,11,0.310975609756098
"1061",24.7,11,0.432926829268293
"1062",33.7,11,0.585365853658537
"1063",34.8,11,0.542682926829268
"1064",33.1,11,0.524390243902439
"1065",41.5,11,0.50609756097561
"1066",41.3,12,0.560975609756098
"1067",51.2,12,0.719512195121951
"1068",45.7,12,0.731707317073171
"1069",37.6,12,0.567073170731707
